,Id,Type,Mode,Text,Valid,Result
251,252,eao,2,"No mortals are people. 
All Greeks are people. 
Therefore, some Greeks are not mortals. ",Yes,1
252,253,eea,2,"No plants are flowers. 
No roses are flowers. 
Therefore, all roses are plants. ",No,0
253,254,eea,2,"No warm-blooded animals are mammals. 
No dogs are mammals. 
Therefore, all dogs are warm-blooded animals. ",No,0
254,255,eea,2,"No mortals are people. 
No Greeks are people. 
Therefore, all Greeks are mortals. ",No,0
255,256,eee,2,"No plants are flowers. 
No roses are flowers. 
Therefore, no roses are plants. ",No,0
256,257,eee,2,"No warm-blooded animals are mammals. 
No dogs are mammals. 
Therefore, no dogs are warm-blooded animals. ",No,0
257,258,eee,2,"No mortals are people. 
No Greeks are people. 
Therefore, no Greeks are mortals. ",No,0
258,259,eei,2,"No plants are flowers. 
No roses are flowers. 
Therefore, some roses are plants. ",No,0
259,260,eei,2,"No warm-blooded animals are mammals. 
No dogs are mammals. 
Therefore, some dogs are warm-blooded animals. ",No,0
260,261,eei,2,"No mortals are people. 
No Greeks are people. 
Therefore, some Greeks are mortals. ",No,0
261,262,eeo,2,"No plants are flowers. 
No roses are flowers. 
Therefore, some roses are not plants. ",No,0
262,263,eeo,2,"No warm-blooded animals are mammals. 
No dogs are mammals. 
Therefore, some dogs are not warm-blooded animals. ",No,0
263,264,eeo,2,"No mortals are people. 
No Greeks are people. 
Therefore, some Greeks are not mortals. ",No,0
264,265,eia,2,"No plants are flowers. 
Some roses are flowers. 
Therefore, all roses are plants. ",No,0
265,266,eia,2,"No warm-blooded animals are mammals. 
Some dogs are mammals. 
Therefore, all dogs are warm-blooded animals. ",No,0
266,267,eia,2,"No mortals are people. 
Some Greeks are people. 
Therefore, all Greeks are mortals. ",No,0
267,268,eie,2,"No plants are flowers. 
Some roses are flowers. 
Therefore, no roses are plants. ",No,0
268,269,eie,2,"No warm-blooded animals are mammals. 
Some dogs are mammals. 
Therefore, no dogs are warm-blooded animals. ",No,0
269,270,eie,2,"No mortals are people. 
Some Greeks are people. 
Therefore, no Greeks are mortals. ",No,0
270,271,eii,2,"No plants are flowers. 
Some roses are flowers. 
Therefore, some roses are plants. ",No,0
271,272,eii,2,"No warm-blooded animals are mammals. 
Some dogs are mammals. 
Therefore, some dogs are warm-blooded animals. ",No,0
272,273,eii,2,"No mortals are people. 
Some Greeks are people. 
Therefore, some Greeks are mortals. ",No,0
273,274,eio,2,"No plants are flowers. 
Some roses are flowers. 
Therefore, some roses are not plants. ",Yes,1
274,275,eio,2,"No warm-blooded animals are mammals. 
Some dogs are mammals. 
Therefore, some dogs are not warm-blooded animals. ",Yes,1
275,276,eio,2,"No mortals are people. 
Some Greeks are people. 
Therefore, some Greeks are not mortals. ",Yes,1
276,277,eoa,2,"No plants are flowers. 
Some roses are not flowers. 
Therefore, all roses are plants. ",No,0
277,278,eoa,2,"No warm-blooded animals are mammals. 
Some dogs are not mammals. 
Therefore, all dogs are warm-blooded animals. ",No,0
278,279,eoa,2,"No mortals are people. 
Some Greeks are not people. 
Therefore, all Greeks are mortals. ",No,0
279,280,eoe,2,"No plants are flowers. 
Some roses are not flowers. 
Therefore, no roses are plants. ",No,0
280,281,eoe,2,"No warm-blooded animals are mammals. 
Some dogs are not mammals. 
Therefore, no dogs are warm-blooded animals. ",No,0
281,282,eoe,2,"No mortals are people. 
Some Greeks are not people. 
Therefore, no Greeks are mortals. ",No,0
282,283,eoi,2,"No plants are flowers. 
Some roses are not flowers. 
Therefore, some roses are plants. ",No,0
283,284,eoi,2,"No warm-blooded animals are mammals. 
Some dogs are not mammals. 
Therefore, some dogs are warm-blooded animals. ",No,0
284,285,eoi,2,"No mortals are people. 
Some Greeks are not people. 
Therefore, some Greeks are mortals. ",No,0
285,286,eoo,2,"No plants are flowers. 
Some roses are not flowers. 
Therefore, some roses are not plants. ",No,0
286,287,eoo,2,"No warm-blooded animals are mammals. 
Some dogs are not mammals. 
Therefore, some dogs are not warm-blooded animals. ",No,0
287,288,eoo,2,"No mortals are people. 
Some Greeks are not people. 
Therefore, some Greeks are not mortals. ",No,0
288,289,iaa,2,"Some plants are flowers. 
All roses are flowers. 
Therefore, all roses are plants. ",No,0
289,290,iaa,2,"Some warm-blooded animals are mammals. 
All dogs are mammals. 
Therefore, all dogs are warm-blooded animals. ",No,0
290,291,iaa,2,"Some mortals are people. 
All Greeks are people. 
Therefore, all Greeks are mortals. ",No,0
291,292,iae,2,"Some plants are flowers. 
All roses are flowers. 
Therefore, no roses are plants. ",No,0
292,293,iae,2,"Some warm-blooded animals are mammals. 
All dogs are mammals. 
Therefore, no dogs are warm-blooded animals. ",No,0
293,294,iae,2,"Some mortals are people. 
All Greeks are people. 
Therefore, no Greeks are mortals. ",No,0
294,295,iai,2,"Some plants are flowers. 
All roses are flowers. 
Therefore, some roses are plants. ",No,0
295,296,iai,2,"Some warm-blooded animals are mammals. 
All dogs are mammals. 
Therefore, some dogs are warm-blooded animals. ",No,0
296,297,iai,2,"Some mortals are people. 
All Greeks are people. 
Therefore, some Greeks are mortals. ",No,0
297,298,iao,2,"Some plants are flowers. 
All roses are flowers. 
Therefore, some roses are not plants. ",No,0
298,299,iao,2,"Some warm-blooded animals are mammals. 
All dogs are mammals. 
Therefore, some dogs are not warm-blooded animals. ",No,0
299,300,iao,2,"Some mortals are people. 
All Greeks are people. 
Therefore, some Greeks are not mortals. ",No,0
300,301,iea,2,"Some plants are flowers. 
No roses are flowers. 
Therefore, all roses are plants. ",No,0
301,302,iea,2,"Some warm-blooded animals are mammals. 
No dogs are mammals. 
Therefore, all dogs are warm-blooded animals. ",No,0
302,303,iea,2,"Some mortals are people. 
No Greeks are people. 
Therefore, all Greeks are mortals. ",No,0
303,304,iee,2,"Some plants are flowers. 
No roses are flowers. 
Therefore, no roses are plants. ",No,0
304,305,iee,2,"Some warm-blooded animals are mammals. 
No dogs are mammals. 
Therefore, no dogs are warm-blooded animals. ",No,0
305,306,iee,2,"Some mortals are people. 
No Greeks are people. 
Therefore, no Greeks are mortals. ",No,0
306,307,iei,2,"Some plants are flowers. 
No roses are flowers. 
Therefore, some roses are plants. ",No,0
307,308,iei,2,"Some warm-blooded animals are mammals. 
No dogs are mammals. 
Therefore, some dogs are warm-blooded animals. ",No,0
308,309,iei,2,"Some mortals are people. 
No Greeks are people. 
Therefore, some Greeks are mortals. ",No,0
309,310,ieo,2,"Some plants are flowers. 
No roses are flowers. 
Therefore, some roses are not plants. ",No,0
310,311,ieo,2,"Some warm-blooded animals are mammals. 
No dogs are mammals. 
Therefore, some dogs are not warm-blooded animals. ",No,0
311,312,ieo,2,"Some mortals are people. 
No Greeks are people. 
Therefore, some Greeks are not mortals. ",No,0
312,313,iia,2,"Some plants are flowers. 
Some roses are flowers. 
Therefore, all roses are plants. ",No,0
313,314,iia,2,"Some warm-blooded animals are mammals. 
Some dogs are mammals. 
Therefore, all dogs are warm-blooded animals. ",No,0
314,315,iia,2,"Some mortals are people. 
Some Greeks are people. 
Therefore, all Greeks are mortals. ",No,0
315,316,iie,2,"Some plants are flowers. 
Some roses are flowers. 
Therefore, no roses are plants. ",No,0
316,317,iie,2,"Some warm-blooded animals are mammals. 
Some dogs are mammals. 
Therefore, no dogs are warm-blooded animals. ",No,0
317,318,iie,2,"Some mortals are people. 
Some Greeks are people. 
Therefore, no Greeks are mortals. ",No,0
318,319,iii,2,"Some plants are flowers. 
Some roses are flowers. 
Therefore, some roses are plants. ",No,0
319,320,iii,2,"Some warm-blooded animals are mammals. 
Some dogs are mammals. 
Therefore, some dogs are warm-blooded animals. ",No,0
320,321,iii,2,"Some mortals are people. 
Some Greeks are people. 
Therefore, some Greeks are mortals. ",No,0
321,322,iio,2,"Some plants are flowers. 
Some roses are flowers. 
Therefore, some roses are not plants. ",No,0
322,323,iio,2,"Some warm-blooded animals are mammals. 
Some dogs are mammals. 
Therefore, some dogs are not warm-blooded animals. ",No,0
323,324,iio,2,"Some mortals are people. 
Some Greeks are people. 
Therefore, some Greeks are not mortals. ",No,0
324,325,ioa,2,"Some plants are flowers. 
Some roses are not flowers. 
Therefore, all roses are plants. ",No,0
325,326,ioa,2,"Some warm-blooded animals are mammals. 
Some dogs are not mammals. 
Therefore, all dogs are warm-blooded animals. ",No,0
326,327,ioa,2,"Some mortals are people. 
Some Greeks are not people. 
Therefore, all Greeks are mortals. ",No,0
327,328,ioe,2,"Some plants are flowers. 
Some roses are not flowers. 
Therefore, no roses are plants. ",No,0
328,329,ioe,2,"Some warm-blooded animals are mammals. 
Some dogs are not mammals. 
Therefore, no dogs are warm-blooded animals. ",No,0
329,330,ioe,2,"Some mortals are people. 
Some Greeks are not people. 
Therefore, no Greeks are mortals. ",No,0
330,331,ioi,2,"Some plants are flowers. 
Some roses are not flowers. 
Therefore, some roses are plants. ",No,0
331,332,ioi,2,"Some warm-blooded animals are mammals. 
Some dogs are not mammals. 
Therefore, some dogs are warm-blooded animals. ",No,0
332,333,ioi,2,"Some mortals are people. 
Some Greeks are not people. 
Therefore, some Greeks are mortals. ",No,0
333,334,ioo,2,"Some plants are flowers. 
Some roses are not flowers. 
Therefore, some roses are not plants. ",No,0
334,335,ioo,2,"Some warm-blooded animals are mammals. 
Some dogs are not mammals. 
Therefore, some dogs are not warm-blooded animals. ",No,0
335,336,ioo,2,"Some mortals are people. 
Some Greeks are not people. 
Therefore, some Greeks are not mortals. ",No,0
336,337,oaa,2,"Some plants are not flowers. 
All roses are flowers. 
Therefore, all roses are plants. ",No,0
337,338,oaa,2,"Some warm-blooded animals are not mammals. 
All dogs are mammals. 
Therefore, all dogs are warm-blooded animals. ",No,0
338,339,oaa,2,"Some mortals are not people. 
All Greeks are people. 
Therefore, all Greeks are mortals. ",No,0
339,340,oae,2,"Some plants are not flowers. 
All roses are flowers. 
Therefore, no roses are plants. ",No,0
340,341,oae,2,"Some warm-blooded animals are not mammals. 
All dogs are mammals. 
Therefore, no dogs are warm-blooded animals. ",No,0
341,342,oae,2,"Some mortals are not people. 
All Greeks are people. 
Therefore, no Greeks are mortals. ",No,0
342,343,oai,2,"Some plants are not flowers. 
All roses are flowers. 
Therefore, some roses are plants. ",No,0
343,344,oai,2,"Some warm-blooded animals are not mammals. 
All dogs are mammals. 
Therefore, some dogs are warm-blooded animals. ",No,0
344,345,oai,2,"Some mortals are not people. 
All Greeks are people. 
Therefore, some Greeks are mortals. ",No,0
345,346,oao,2,"Some plants are not flowers. 
All roses are flowers. 
Therefore, some roses are not plants. ",No,0
346,347,oao,2,"Some warm-blooded animals are not mammals. 
All dogs are mammals. 
Therefore, some dogs are not warm-blooded animals. ",No,0
347,348,oao,2,"Some mortals are not people. 
All Greeks are people. 
Therefore, some Greeks are not mortals. ",No,0
348,349,oea,2,"Some plants are not flowers. 
No roses are flowers. 
Therefore, all roses are plants. ",No,0
349,350,oea,2,"Some warm-blooded animals are not mammals. 
No dogs are mammals. 
Therefore, all dogs are warm-blooded animals. ",No,0
350,351,oea,2,"Some mortals are not people. 
No Greeks are people. 
Therefore, all Greeks are mortals. ",No,0
351,352,oee,2,"Some plants are not flowers. 
No roses are flowers. 
Therefore, no roses are plants. ",No,0
352,353,oee,2,"Some warm-blooded animals are not mammals. 
No dogs are mammals. 
Therefore, no dogs are warm-blooded animals. ",No,0
353,354,oee,2,"Some mortals are not people. 
No Greeks are people. 
Therefore, no Greeks are mortals. ",No,0
354,355,oei,2,"Some plants are not flowers. 
No roses are flowers. 
Therefore, some roses are plants. ",No,0
355,356,oei,2,"Some warm-blooded animals are not mammals. 
No dogs are mammals. 
Therefore, some dogs are warm-blooded animals. ",No,0
356,357,oei,2,"Some mortals are not people. 
No Greeks are people. 
Therefore, some Greeks are mortals. ",No,0
357,358,oeo,2,"Some plants are not flowers. 
No roses are flowers. 
Therefore, some roses are not plants. ",No,0
358,359,oeo,2,"Some warm-blooded animals are not mammals. 
No dogs are mammals. 
Therefore, some dogs are not warm-blooded animals. ",No,0
359,360,oeo,2,"Some mortals are not people. 
No Greeks are people. 
Therefore, some Greeks are not mortals. ",No,0
360,361,oia,2,"Some plants are not flowers. 
Some roses are flowers. 
Therefore, all roses are plants. ",No,0
361,362,oia,2,"Some warm-blooded animals are not mammals. 
Some dogs are mammals. 
Therefore, all dogs are warm-blooded animals. ",No,0
362,363,oia,2,"Some mortals are not people. 
Some Greeks are people. 
Therefore, all Greeks are mortals. ",No,0
363,364,oie,2,"Some plants are not flowers. 
Some roses are flowers. 
Therefore, no roses are plants. ",No,0
364,365,oie,2,"Some warm-blooded animals are not mammals. 
Some dogs are mammals. 
Therefore, no dogs are warm-blooded animals. ",No,0
365,366,oie,2,"Some mortals are not people. 
Some Greeks are people. 
Therefore, no Greeks are mortals. ",No,0
366,367,oii,2,"Some plants are not flowers. 
Some roses are flowers. 
Therefore, some roses are plants. ",No,0
367,368,oii,2,"Some warm-blooded animals are not mammals. 
Some dogs are mammals. 
Therefore, some dogs are warm-blooded animals. ",No,0
368,369,oii,2,"Some mortals are not people. 
Some Greeks are people. 
Therefore, some Greeks are mortals. ",No,0
369,370,oio,2,"Some plants are not flowers. 
Some roses are flowers. 
Therefore, some roses are not plants. ",No,0
370,371,oio,2,"Some warm-blooded animals are not mammals. 
Some dogs are mammals. 
Therefore, some dogs are not warm-blooded animals. ",No,0
371,372,oio,2,"Some mortals are not people. 
Some Greeks are people. 
Therefore, some Greeks are not mortals. ",No,0
372,373,ooa,2,"Some plants are not flowers. 
Some roses are not flowers. 
Therefore, all roses are plants. ",No,0
373,374,ooa,2,"Some warm-blooded animals are not mammals. 
Some dogs are not mammals. 
Therefore, all dogs are warm-blooded animals. ",No,0
374,375,ooa,2,"Some mortals are not people. 
Some Greeks are not people. 
Therefore, all Greeks are mortals. ",No,0
375,376,ooe,2,"Some plants are not flowers. 
Some roses are not flowers. 
Therefore, no roses are plants. ",No,0
376,377,ooe,2,"Some warm-blooded animals are not mammals. 
Some dogs are not mammals. 
Therefore, no dogs are warm-blooded animals. ",No,0
377,378,ooe,2,"Some mortals are not people. 
Some Greeks are not people. 
Therefore, no Greeks are mortals. ",No,0
378,379,ooi,2,"Some plants are not flowers. 
Some roses are not flowers. 
Therefore, some roses are plants. ",No,0
379,380,ooi,2,"Some warm-blooded animals are not mammals. 
Some dogs are not mammals. 
Therefore, some dogs are warm-blooded animals. ",No,0
380,381,ooi,2,"Some mortals are not people. 
Some Greeks are not people. 
Therefore, some Greeks are mortals. ",No,0
381,382,ooo,2,"Some plants are not flowers. 
Some roses are not flowers. 
Therefore, some roses are not plants. ",No,0
382,383,ooo,2,"Some warm-blooded animals are not mammals. 
Some dogs are not mammals. 
Therefore, some dogs are not warm-blooded animals. ",No,0
383,384,ooo,2,"Some mortals are not people. 
Some Greeks are not people. 
Therefore, some Greeks are not mortals. ",No,0
384,385,aaa,3,"All flowers are plants. 
All flowers are roses. 
Therefore, all roses are plants. ",No,0
385,386,aaa,3,"All mammals are warm-blooded animals. 
All mammals are dogs. 
Therefore, all dogs are warm-blooded animals. ",No,0
386,387,aaa,3,"All people are mortals. 
All people are Greeks. 
Therefore, all Greeks are mortals. ",No,0
387,388,aae,3,"All flowers are plants. 
All flowers are roses. 
Therefore, no roses are plants. ",No,0
388,389,aae,3,"All mammals are warm-blooded animals. 
All mammals are dogs. 
Therefore, no dogs are warm-blooded animals. ",No,0
389,390,aae,3,"All people are mortals. 
All people are Greeks. 
Therefore, no Greeks are mortals. ",No,0
390,391,aai,3,"All flowers are plants. 
All flowers are roses. 
Therefore, some roses are plants. ",Yes,1
391,392,aai,3,"All mammals are warm-blooded animals. 
All mammals are dogs. 
Therefore, some dogs are warm-blooded animals. ",Yes,1
392,393,aai,3,"All people are mortals. 
All people are Greeks. 
Therefore, some Greeks are mortals. ",Yes,1
393,394,aao,3,"All flowers are plants. 
All flowers are roses. 
Therefore, some roses are not plants. ",No,0
394,395,aao,3,"All mammals are warm-blooded animals. 
All mammals are dogs. 
Therefore, some dogs are not warm-blooded animals. ",No,0
395,396,aao,3,"All people are mortals. 
All people are Greeks. 
Therefore, some Greeks are not mortals. ",No,0
396,397,aea,3,"All flowers are plants. 
No flowers are roses. 
Therefore, all roses are plants. ",No,0
397,398,aea,3,"All mammals are warm-blooded animals. 
No mammals are dogs. 
Therefore, all dogs are warm-blooded animals. ",No,0
398,399,aea,3,"All people are mortals. 
No people are Greeks. 
Therefore, all Greeks are mortals. ",No,0
399,400,aee,3,"All flowers are plants. 
No flowers are roses. 
Therefore, no roses are plants. ",No,0
400,401,aee,3,"All mammals are warm-blooded animals. 
No mammals are dogs. 
Therefore, no dogs are warm-blooded animals. ",No,0
401,402,aee,3,"All people are mortals. 
No people are Greeks. 
Therefore, no Greeks are mortals. ",No,0
402,403,aei,3,"All flowers are plants. 
No flowers are roses. 
Therefore, some roses are plants. ",No,0
403,404,aei,3,"All mammals are warm-blooded animals. 
No mammals are dogs. 
Therefore, some dogs are warm-blooded animals. ",No,0
404,405,aei,3,"All people are mortals. 
No people are Greeks. 
Therefore, some Greeks are mortals. ",No,0
405,406,aeo,3,"All flowers are plants. 
No flowers are roses. 
Therefore, some roses are not plants. ",No,0
406,407,aeo,3,"All mammals are warm-blooded animals. 
No mammals are dogs. 
Therefore, some dogs are not warm-blooded animals. ",No,0
407,408,aeo,3,"All people are mortals. 
No people are Greeks. 
Therefore, some Greeks are not mortals. ",No,0
408,409,aia,3,"All flowers are plants. 
Some flowers are roses. 
Therefore, all roses are plants. ",No,0
409,410,aia,3,"All mammals are warm-blooded animals. 
Some mammals are dogs. 
Therefore, all dogs are warm-blooded animals. ",No,0
410,411,aia,3,"All people are mortals. 
Some people are Greeks. 
Therefore, all Greeks are mortals. ",No,0
411,412,aie,3,"All flowers are plants. 
Some flowers are roses. 
Therefore, no roses are plants. ",No,0
412,413,aie,3,"All mammals are warm-blooded animals. 
Some mammals are dogs. 
Therefore, no dogs are warm-blooded animals. ",No,0
413,414,aie,3,"All people are mortals. 
Some people are Greeks. 
Therefore, no Greeks are mortals. ",No,0
414,415,aii,3,"All flowers are plants. 
Some flowers are roses. 
Therefore, some roses are plants. ",Yes,1
415,416,aii,3,"All mammals are warm-blooded animals. 
Some mammals are dogs. 
Therefore, some dogs are warm-blooded animals. ",Yes,1
416,417,aii,3,"All people are mortals. 
Some people are Greeks. 
Therefore, some Greeks are mortals. ",Yes,1
417,418,aio,3,"All flowers are plants. 
Some flowers are roses. 
Therefore, some roses are not plants. ",No,0
418,419,aio,3,"All mammals are warm-blooded animals. 
Some mammals are dogs. 
Therefore, some dogs are not warm-blooded animals. ",No,0
419,420,aio,3,"All people are mortals. 
Some people are Greeks. 
Therefore, some Greeks are not mortals. ",No,0
420,421,aoa,3,"All flowers are plants. 
Some flowers are not roses. 
Therefore, all roses are plants. ",No,0
421,422,aoa,3,"All mammals are warm-blooded animals. 
Some mammals are not dogs. 
Therefore, all dogs are warm-blooded animals. ",No,0
422,423,aoa,3,"All people are mortals. 
Some people are not Greeks. 
Therefore, all Greeks are mortals. ",No,0
423,424,aoe,3,"All flowers are plants. 
Some flowers are not roses. 
Therefore, no roses are plants. ",No,0
424,425,aoe,3,"All mammals are warm-blooded animals. 
Some mammals are not dogs. 
Therefore, no dogs are warm-blooded animals. ",No,0
425,426,aoe,3,"All people are mortals. 
Some people are not Greeks. 
Therefore, no Greeks are mortals. ",No,0
426,427,aoi,3,"All flowers are plants. 
Some flowers are not roses. 
Therefore, some roses are plants. ",No,0
427,428,aoi,3,"All mammals are warm-blooded animals. 
Some mammals are not dogs. 
Therefore, some dogs are warm-blooded animals. ",No,0
428,429,aoi,3,"All people are mortals. 
Some people are not Greeks. 
Therefore, some Greeks are mortals. ",No,0
429,430,aoo,3,"All flowers are plants. 
Some flowers are not roses. 
Therefore, some roses are not plants. ",No,0
430,431,aoo,3,"All mammals are warm-blooded animals. 
Some mammals are not dogs. 
Therefore, some dogs are not warm-blooded animals. ",No,0
431,432,aoo,3,"All people are mortals. 
Some people are not Greeks. 
Therefore, some Greeks are not mortals. ",No,0
432,433,eaa,3,"No flowers are plants. 
All flowers are roses. 
Therefore, all roses are plants. ",No,0
433,434,eaa,3,"No mammals are warm-blooded animals. 
All mammals are dogs. 
Therefore, all dogs are warm-blooded animals. ",No,0
434,435,eaa,3,"No people are mortals. 
All people are Greeks. 
Therefore, all Greeks are mortals. ",No,0
435,436,eae,3,"No flowers are plants. 
All flowers are roses. 
Therefore, no roses are plants. ",No,0
436,437,eae,3,"No mammals are warm-blooded animals. 
All mammals are dogs. 
Therefore, no dogs are warm-blooded animals. ",No,0
437,438,eae,3,"No people are mortals. 
All people are Greeks. 
Therefore, no Greeks are mortals. ",No,0
438,439,eai,3,"No flowers are plants. 
All flowers are roses. 
Therefore, some roses are plants. ",No,0
439,440,eai,3,"No mammals are warm-blooded animals. 
All mammals are dogs. 
Therefore, some dogs are warm-blooded animals. ",No,0
440,441,eai,3,"No people are mortals. 
All people are Greeks. 
Therefore, some Greeks are mortals. ",No,0
441,442,eao,3,"No flowers are plants. 
All flowers are roses. 
Therefore, some roses are not plants. ",Yes,1
442,443,eao,3,"No mammals are warm-blooded animals. 
All mammals are dogs. 
Therefore, some dogs are not warm-blooded animals. ",Yes,1
443,444,eao,3,"No people are mortals. 
All people are Greeks. 
Therefore, some Greeks are not mortals. ",Yes,1
444,445,eea,3,"No flowers are plants. 
No flowers are roses. 
Therefore, all roses are plants. ",No,0
445,446,eea,3,"No mammals are warm-blooded animals. 
No mammals are dogs. 
Therefore, all dogs are warm-blooded animals. ",No,0
446,447,eea,3,"No people are mortals. 
No people are Greeks. 
Therefore, all Greeks are mortals. ",No,0
447,448,eee,3,"No flowers are plants. 
No flowers are roses. 
Therefore, no roses are plants. ",No,0
448,449,eee,3,"No mammals are warm-blooded animals. 
No mammals are dogs. 
Therefore, no dogs are warm-blooded animals. ",No,0
449,450,eee,3,"No people are mortals. 
No people are Greeks. 
Therefore, no Greeks are mortals. ",No,0
450,451,eei,3,"No flowers are plants. 
No flowers are roses. 
Therefore, some roses are plants. ",No,0
451,452,eei,3,"No mammals are warm-blooded animals. 
No mammals are dogs. 
Therefore, some dogs are warm-blooded animals. ",No,0
452,453,eei,3,"No people are mortals. 
No people are Greeks. 
Therefore, some Greeks are mortals. ",No,0
453,454,eeo,3,"No flowers are plants. 
No flowers are roses. 
Therefore, some roses are not plants. ",No,0
454,455,eeo,3,"No mammals are warm-blooded animals. 
No mammals are dogs. 
Therefore, some dogs are not warm-blooded animals. ",No,0
455,456,eeo,3,"No people are mortals. 
No people are Greeks. 
Therefore, some Greeks are not mortals. ",No,0
456,457,eia,3,"No flowers are plants. 
Some flowers are roses. 
Therefore, all roses are plants. ",No,0
457,458,eia,3,"No mammals are warm-blooded animals. 
Some mammals are dogs. 
Therefore, all dogs are warm-blooded animals. ",No,0
458,459,eia,3,"No people are mortals. 
Some people are Greeks. 
Therefore, all Greeks are mortals. ",No,0
459,460,eie,3,"No flowers are plants. 
Some flowers are roses. 
Therefore, no roses are plants. ",No,0
460,461,eie,3,"No mammals are warm-blooded animals. 
Some mammals are dogs. 
Therefore, no dogs are warm-blooded animals. ",No,0
461,462,eie,3,"No people are mortals. 
Some people are Greeks. 
Therefore, no Greeks are mortals. ",No,0
462,463,eii,3,"No flowers are plants. 
Some flowers are roses. 
Therefore, some roses are plants. ",No,0
463,464,eii,3,"No mammals are warm-blooded animals. 
Some mammals are dogs. 
Therefore, some dogs are warm-blooded animals. ",No,0
464,465,eii,3,"No people are mortals. 
Some people are Greeks. 
Therefore, some Greeks are mortals. ",No,0
465,466,eio,3,"No flowers are plants. 
Some flowers are roses. 
Therefore, some roses are not plants. ",Yes,1
466,467,eio,3,"No mammals are warm-blooded animals. 
Some mammals are dogs. 
Therefore, some dogs are not warm-blooded animals. ",Yes,1
467,468,eio,3,"No people are mortals. 
Some people are Greeks. 
Therefore, some Greeks are not mortals. ",Yes,1
468,469,eoa,3,"No flowers are plants. 
Some flowers are not roses. 
Therefore, all roses are plants. ",No,0
469,470,eoa,3,"No mammals are warm-blooded animals. 
Some mammals are not dogs. 
Therefore, all dogs are warm-blooded animals. ",No,0
470,471,eoa,3,"No people are mortals. 
Some people are not Greeks. 
Therefore, all Greeks are mortals. ",No,0
471,472,eoe,3,"No flowers are plants. 
Some flowers are not roses. 
Therefore, no roses are plants. ",No,0
472,473,eoe,3,"No mammals are warm-blooded animals. 
Some mammals are not dogs. 
Therefore, no dogs are warm-blooded animals. ",No,0
473,474,eoe,3,"No people are mortals. 
Some people are not Greeks. 
Therefore, no Greeks are mortals. ",No,0
474,475,eoi,3,"No flowers are plants. 
Some flowers are not roses. 
Therefore, some roses are plants. ",No,0
475,476,eoi,3,"No mammals are warm-blooded animals. 
Some mammals are not dogs. 
Therefore, some dogs are warm-blooded animals. ",No,0
476,477,eoi,3,"No people are mortals. 
Some people are not Greeks. 
Therefore, some Greeks are mortals. ",No,0
477,478,eoo,3,"No flowers are plants. 
Some flowers are not roses. 
Therefore, some roses are not plants. ",No,0
478,479,eoo,3,"No mammals are warm-blooded animals. 
Some mammals are not dogs. 
Therefore, some dogs are not warm-blooded animals. ",No,0
479,480,eoo,3,"No people are mortals. 
Some people are not Greeks. 
Therefore, some Greeks are not mortals. ",No,0
480,481,iaa,3,"Some flowers are plants. 
All flowers are roses. 
Therefore, all roses are plants. ",No,0
481,482,iaa,3,"Some mammals are warm-blooded animals. 
All mammals are dogs. 
Therefore, all dogs are warm-blooded animals. ",No,0
482,483,iaa,3,"Some people are mortals. 
All people are Greeks. 
Therefore, all Greeks are mortals. ",No,0
483,484,iae,3,"Some flowers are plants. 
All flowers are roses. 
Therefore, no roses are plants. ",No,0
484,485,iae,3,"Some mammals are warm-blooded animals. 
All mammals are dogs. 
Therefore, no dogs are warm-blooded animals. ",No,0
485,486,iae,3,"Some people are mortals. 
All people are Greeks. 
Therefore, no Greeks are mortals. ",No,0
486,487,iai,3,"Some flowers are plants. 
All flowers are roses. 
Therefore, some roses are plants. ",Yes,1
487,488,iai,3,"Some mammals are warm-blooded animals. 
All mammals are dogs. 
Therefore, some dogs are warm-blooded animals. ",Yes,1
488,489,iai,3,"Some people are mortals. 
All people are Greeks. 
Therefore, some Greeks are mortals. ",Yes,1
489,490,iao,3,"Some flowers are plants. 
All flowers are roses. 
Therefore, some roses are not plants. ",No,0
490,491,iao,3,"Some mammals are warm-blooded animals. 
All mammals are dogs. 
Therefore, some dogs are not warm-blooded animals. ",No,0
491,492,iao,3,"Some people are mortals. 
All people are Greeks. 
Therefore, some Greeks are not mortals. ",No,0
492,493,iea,3,"Some flowers are plants. 
No flowers are roses. 
Therefore, all roses are plants. ",No,0
493,494,iea,3,"Some mammals are warm-blooded animals. 
No mammals are dogs. 
Therefore, all dogs are warm-blooded animals. ",No,0
494,495,iea,3,"Some people are mortals. 
No people are Greeks. 
Therefore, all Greeks are mortals. ",No,0
495,496,iee,3,"Some flowers are plants. 
No flowers are roses. 
Therefore, no roses are plants. ",No,0
496,497,iee,3,"Some mammals are warm-blooded animals. 
No mammals are dogs. 
Therefore, no dogs are warm-blooded animals. ",No,0
497,498,iee,3,"Some people are mortals. 
No people are Greeks. 
Therefore, no Greeks are mortals. ",No,0
498,499,iei,3,"Some flowers are plants. 
No flowers are roses. 
Therefore, some roses are plants. ",No,0
499,500,iei,3,"Some mammals are warm-blooded animals. 
No mammals are dogs. 
Therefore, some dogs are warm-blooded animals. ",No,0
500,501,iei,3,"Some people are mortals. 
No people are Greeks. 
Therefore, some Greeks are mortals. ",No,0
501,502,ieo,3,"Some flowers are plants. 
No flowers are roses. 
Therefore, some roses are not plants. ",No,0
